Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,0.8206766319274902,0.07345594525337219,0.46620224714279174,0.3192239761352539,16.62744181683421,0.3382746057212353
2,0.3706958520412445,0.05232506275177002,0.7263278126716614,0.14413135192786286,16.806615226627397,0.313447729498148
3,0.9741435074806213,0.04513421192765236,0.7327850699424744,0.7191067790985107,19.001867503365123,0.3974680317938328
4,0.9837926530838013,0.04536083877086639,0.7176679182052612,0.7031212449073792,18.99804986739528,0.4276438534259796
5,0.9959648370742797,0.03898411020636559,0.6039275932312012,0.6010754227638244,19.986919878012227,0.5041483289003372
6,1.001869602203369,0.04044713392853737,0.4681783151626587,0.4644514560699463,19.82446842454175,0.5371485133469105
7,0.9912935447692871,0.037670217901468274,0.4721581029891968,0.46405303955078125,20.370420641790407,0.5508417743444443
8,0.9865618991851807,0.03494048237800598,0.5748445844650268,0.5640552544593811,20.30919469686487,0.5506750130653382
9,1.000145149230957,0.03323507562279701,0.6362234950065613,0.6429820132255554,20.2271862653012,0.5768718913197517
10,0.999125452041626,0.03321374759078026,0.6078367638587951,0.605772340297699,17.914358168650274,0.5763892382383347
11,0.9925547552108764,0.031790009886026385,0.541432511806488,0.5387060153484344,20.431332179334593,0.5867093244194984
12,1.0135124015808106,0.029438966959714888,0.5174206829071045,0.527960033416748,19.60029046423632,0.555364980995655
13,0.9901606702804565,0.029091441109776496,0.580585663318634,0.568155300617218,17.317875976686995,0.574749291241169
14,0.9983154535293579,0.02768811911344528,0.5947731637954712,0.5919218826293945,18.659553308517367,0.557491652071476
15,0.9871964478492736,0.02913027048110962,0.5907059156894684,0.586713788509369,18.531585528409543,0.5622594013810158
16,1.0038375806808473,0.027368328869342803,0.606788387298584,0.605244448184967,19.148984045758816,0.5676603728532791
17,0.9953147697448731,0.02682300202548504,0.5824570345878601,0.5817335867881774,19.16151660931944,0.5729371455311775
18,1.0011078453063964,0.02668846994638443,0.536777536869049,0.5395896553993225,19.15533212452621,0.5822459185123443
19,1.0032627940177918,0.02629851832985878,0.374476500749588,0.378001766204834,19.019286614372962,0.5627771160006523
20,0.9959841227531433,0.02665487751364708,0.35030452013015745,0.34652881026268006,18.252468994371586,0.5548501679301262
21,1.009355731010437,0.024782431349158286,0.42955340147018434,0.43649387955665586,19.064431785038,0.5565916043519974
22,0.999661340713501,0.02621624693274498,0.3548621940612793,0.3572342324256897,18.40982476404713,0.5675635969638825
23,1.0088353300094604,0.025261774957180023,0.39787844657897947,0.39960408687591553,17.904226512171952,0.5635978204011917
24,1.0003421306610107,0.023816417306661605,0.47253233909606934,0.4751798701286316,19.02341631579277,0.5754038625955582
25,1.0087460446357728,0.02449182204902172,0.5507148361206055,0.5554126310348511,17.919028744765296,0.5529886442422867
26,0.9978629446029663,0.024763081297278403,0.6564148044586182,0.6574156761169434,18.4946939786025,0.5613042297959328
27,0.9937455129623413,0.023431655913591386,0.669750428199768,0.6663406872749329,18.11515145716751,0.5499871876835823
28,1.001276788711548,0.024866618365049362,0.6601421976089478,0.6615867471694946,17.314420777242987,0.5041171804070472
29,0.9997038459777832,0.023799434453248978,0.6418094205856323,0.6437697482109069,18.033784829133907,0.5541211342811585
30,0.9982897853851318,0.02299362011253834,0.5980743551254273,0.5955975222587585,18.048972438020023,0.5471620801091194
31,1.0033188152313233,0.02242352977395058,0.568899953365326,0.5758300042152404,17.513688151160277,0.5374546524882317
32,0.9956955003738404,0.02239000827074051,0.5645729160308838,0.5633699226379395,16.560858698310057,0.5059216299653053
33,1.0041379976272582,0.0222928486764431,0.6147152996063232,0.6207186317443848,17.837378992753834,0.5588822388648986
34,1.0022887229919433,0.02305857390165329,0.6564445972442627,0.6554905867576599,16.988047002916634,0.5201765382289887
35,1.001509952545166,0.0225465327501297,0.7172258567810058,0.7193636131286621,16.47307717982795,0.5085284012556076
36,0.9957605838775635,0.02347832724452019,0.7668527173995972,0.7610755205154419,16.32921322372522,0.477370445728302
37,0.9965758991241455,0.022584249153733253,0.8966077423095703,0.8928805232048035,15.906174071648426,0.4838432708382607
38,1.0000012588500977,0.021977054476737975,0.9999829030036926,0.9999847483634948,16.974911691061997,0.5238896101713181
39,1.0000397777557373,0.021116195395588875,0.9999066853523254,0.9999464988708496,16.360517237340435,0.5045911371707916
40,1.0000067996978759,0.021111305505037307,0.999967360496521,0.999973030090332,15.824922108965067,0.47475735932588575
41,1.000011157989502,0.021116510331630707,0.9999750852584839,0.9999850225448609,15.200246813380538,0.45927988827228544
42,1.0000038814544678,0.02223479300737381,0.9999850559234619,0.9999885654449463,14.985306552905467,0.44161168590188027
43,1.0000012350082397,0.020514105707407,0.9999923658370972,0.9999942278862,15.090974039237286,0.4569027476012707
44,1.0000005626678468,0.02099071130156517,0.9999935054779052,0.999994215965271,15.219033443220038,0.4634701570868492
45,1.0000026082992555,0.01995056353509426,0.9999863147735596,0.9999885845184326,15.548506927075142,0.4798090961575508
46,1.0000020599365234,0.01970194302499294,0.9999914264678955,0.9999929285049438,14.932151366243811,0.4411708775162697
47,1.000000343322754,0.020875475481152535,0.9999947595596314,0.999994876384735,14.826768274849922,0.4446939754486084
48,1.000001039505005,0.019933303445577623,0.999993486404419,0.9999948930740357,15.604544879417892,0.4755036646127701
49,1.0000013017654419,0.020138640701770783,0.9999888563156127,0.9999901556968689,14.957711512051903,0.4499713319540024
50,0.9999997901916504,0.019447506666183473,0.9999945855140686,0.999995403289795,14.808731699917557,0.4453822702169418
51,1.0000028944015502,0.019611771702766418,0.9999876499176026,0.9999902176856995,14.392981426893154,0.42798667594790457
52,1.0000004243850709,0.02027995079755783,0.999994626045227,0.9999949312210084,14.780528124538485,0.44019510060548783
53,1.0000005292892455,0.019540372267365456,0.9999952411651611,0.9999963331222534,14.564076861800622,0.43083242982625963
54,1.0000008010864259,0.01980695053935051,0.9999939727783204,0.9999948024749756,14.363290924496635,0.44460651606321333
55,1.000001266002655,0.020537835955619813,0.9999948978424072,0.9999962377548218,14.555384929873647,0.4254445944726467
56,0.9999995183944702,0.020018807351589202,0.9999950766563416,0.9999952125549316,14.57687938483517,0.44878681778907775
57,1.000001950263977,0.019574127346277236,0.9999937438964843,0.999995379447937,14.663985600623718,0.44381237387657163
58,1.0000009870529174,0.020465885251760484,0.9999965643882751,0.9999975395202637,14.560694981156475,0.42805948823690415
59,1.0000004911422729,0.02022929474711418,0.9999948930740357,0.9999952459335327,14.736338209130311,0.44564844816923144
60,0.9999988794326782,0.020728868246078492,0.9999942636489868,0.9999938559532165,14.454207634729066,0.4362862803041935
61,1.000002155303955,0.020316355526447297,0.9999936866760254,0.9999957156181335,14.326954574870651,0.4324825510382652
62,1.0000012350082397,0.02049546666443348,0.9999961948394775,0.9999971389770508,13.92625796440672,0.421718387901783
63,1.000001072883606,0.01949977897107601,0.9999972200393676,0.9999982833862304,14.146034592215766,0.4167926071584225
64,1.0000004291534423,0.019375904537737368,0.9999951767921448,0.9999956035614014,13.687377987092566,0.3928439299762249
65,1.00000057220459,0.019349193796515465,0.9999975299835205,0.9999981808662415,14.250974898623326,0.4325085839629173
66,1.0000003600120544,0.020343696251511573,0.9999961090087891,0.9999965572357178,14.228169202001048,0.4245570683479309
67,1.0000020360946655,0.019814851358532906,0.9999953579902648,0.9999971103668213,14.01262243317259,0.42046027317643164
68,1.0000004816055297,0.018753152191638946,0.9999979948997497,0.9999984645843506,13.80633529855817,0.40746619999408723
69,1.0000005912780763,0.01869394175708294,0.9999980878829956,0.9999986362457275,14.04680014010365,0.4151081249117851
70,1.0000001859664918,0.019192758202552795,0.9999985837936402,0.9999986553192138,13.474130658497058,0.3836376650631428
71,1.0000007963180542,0.019031456783413888,0.9999976110458374,0.9999983596801758,13.738610487407819,0.4134366600215435
72,1.0000008726119995,0.018313716500997543,0.999997410774231,0.9999981498718262,13.70057227036067,0.40744390785694123
73,1.0000007677078246,0.019238827601075172,0.9999976301193237,0.9999982643127442,13.921447730584962,0.4080731715261936
74,1.00000027179718,0.018494400307536126,0.9999986982345581,0.9999988508224488,13.609277046838246,0.40184894055128095
75,1.0000002956390381,0.01836458370089531,0.9999983859062195,0.9999986839294434,14.060456170365963,0.4197531388700008
76,1.0000004386901855,0.0202503402531147,0.999998505115509,0.9999989652633667,13.95348999629412,0.44016238540410996
77,1.0000004911422729,0.019894979670643808,0.9999989223480225,0.9999993252754211,13.828032364702288,0.4133133773505688
78,1.0000002551078797,0.01944728657603264,0.9999984502792358,0.9999986267089844,14.00127895486224,0.410553919672966
79,1.0000003814697265,0.018972969949245452,0.9999988436698913,0.9999991607666016,13.497881436858098,0.4026406539976597
80,1.0000007677078246,0.019929782748222352,0.9999980640411377,0.9999987173080445,13.570760957638065,0.40395160526037216
81,1.0000004911422729,0.019642452299594878,0.9999982404708863,0.9999986982345581,13.549988533882114,0.36981695383787155
82,1.0000003528594972,0.018407517820596696,0.9999987030029297,0.9999990916252136,14.107779732628973,0.41547890663146975
83,1.0000001096725464,0.01880867764353752,0.9999984264373779,0.999998664855957,13.473888335611166,0.39513208597898486
84,0.9999999380111695,0.018672675266861914,0.9999989795684815,0.9999989795684815,13.30777507060629,0.3857731431722641
85,1.0000002670288086,0.01886812686920166,0.9999987006187439,0.9999990224838257,13.331654514881407,0.38528004884719846
86,1.0000005769729614,0.018415277525782585,0.9999980401992797,0.9999986243247986,13.953420331210392,0.41453890800476073
87,1.0000003814697265,0.018049540519714354,0.9999988508224488,0.9999991655349731,13.560332429558542,0.3942130133509636
88,1.0000001645088197,0.018096384927630424,0.9999991703033447,0.9999993085861206,13.850603302292495,0.41584356397390365
89,1.0000006437301636,0.018537375405430795,0.9999977803230286,0.9999985408782959,13.804998261283345,0.39983161479234697
90,1.0000004291534423,0.018607978075742722,0.9999985361099243,0.9999988985061645,13.33301206467587,0.3977020804584026
91,1.0000003290176391,0.019572240635752677,0.999998197555542,0.9999984765052795,13.16555295366516,0.38766851246356965
92,1.0000003004074096,0.018253748416900636,0.9999985218048095,0.9999988150596618,13.344395692436958,0.3877428904175758
93,1.0000002360343934,0.01902361907064915,0.9999986004829406,0.9999987697601318,13.126100567372037,0.3817390239238739
94,1.0000004529953004,0.017721438854932783,0.9999982929229736,0.9999986743927002,12.733118699035114,0.3661877593398094
95,1.0000005340576172,0.018078402504324912,0.9999984407424927,0.9999989700317383,12.993630992978765,0.37455561429262163
96,0.9999999809265137,0.018276500552892684,0.9999994945526123,0.9999995422363281,13.341287779509054,0.39876664146780966
97,1.000000104904175,0.017763224840164186,0.9999991846084595,0.9999993348121643,13.461197198260743,0.3831274302303791
98,1.0000003099441528,0.018124625086784363,0.9999986791610718,0.9999989700317383,13.740888836296126,0.41166607439517977
99,1.0000000810623169,0.018106476739048957,0.9999991464614868,0.99999924659729,13.264294857562259,0.376723622828722
100,1.000000696182251,0.017664510235190393,0.999996976852417,0.9999974155426026,13.327160806469628,0.39088953405618665
