Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,0.6471214389801025,0.07916823089122772,0.578683135509491,0.24261929923668504,12.473704638840166,0.2822523918747902
2,0.6360331070423126,0.05724728554487228,0.4782922625541687,0.19685454059392213,14.670445517429293,0.32571413516998293
3,0.7912393712997436,0.04896072626113892,0.43807055950164797,0.25040711150038986,18.07291543341976,0.38578974835574625
4,0.8631817960739135,0.04503922313451767,0.5554599571228027,0.41563857316970826,17.451158377113348,0.41354444459080697
5,0.9076566457748413,0.04346633523702621,0.4277921286225319,0.34155126601457597,17.62564765726871,0.438422524780035
6,0.7016002917289734,0.03910203009843826,0.5034760367870331,0.24366790771484376,18.28932316429399,0.47373373731970786
7,0.5201434254646301,0.04147076293826103,0.5776599967479705,0.13389359474182128,18.470018138779402,0.46360402554273605
8,0.3928732228279114,0.040285713374614715,0.6831796717643738,0.11324026738293469,19.245976899909646,0.45582817181944846
9,0.3524690914154053,0.03982130616903305,0.7720449632406234,0.2277366004254691,17.909328674636964,0.46464554220438004
10,0.27107480019330976,0.03860159710049629,0.7571819567680359,0.05806719289896137,19.177019695958947,0.4831377989053726
11,0.19584153592586517,0.03893911182880402,0.8464239215850831,0.0911775832733042,19.395721496048807,0.46922169417142867
12,0.21544438540935518,0.03842782869935036,0.8431616163253784,0.12252589710058259,18.27141495701644,0.46166580423712733
13,0.15413961291313172,0.035779566317796704,0.854848313331604,0.005444606894940307,18.684368952965333,0.4761302331089973
14,0.12850745946168898,0.0373905873298645,0.8724045634269715,0.0017952989188233914,19.10283658208594,0.49283105209469796
15,0.17204121708869935,0.03714557260274887,0.8981474995613098,0.07598539213067852,19.959863069150263,0.4817428544163704
16,0.0927862410247326,0.03849630601704121,0.9086422204971314,0.001630046123464126,19.548968553108004,0.5083021165430546
17,0.09299948483705521,0.03690361812710762,0.9083905029296875,0.00511180559762579,20.009805874598463,0.4948844523727894
18,0.07673122763633727,0.035286915004253384,0.9251146864891052,0.0030406769091496245,19.62841071418129,0.4922029905021191
19,0.4394954526424408,0.03600433185696602,0.9039406061172486,0.47706852429240826,17.53558695632745,0.46284661188721654
20,1.0116588640213013,0.033461744636297225,0.8642513751983643,0.8805487203598023,20.02498231195613,0.5028860352933406
21,1.003663544654846,0.03219898007810116,0.8535418820381164,0.8622387552261352,20.19196153577588,0.48143913179636
22,1.0186966705322265,0.03270705655217171,0.8459968519210815,0.8706355738639832,20.66742332888377,0.5047979637980461
23,1.009975972175598,0.031796788573265074,0.8356938838958741,0.8533331108093262,20.185404546210567,0.5123462273180485
24,1.0164846611022949,0.03159884840250015,0.8200551557540894,0.841795048713684,20.10890214895843,0.48569795429706575
25,1.0106275606155395,0.03153504893183708,0.8162165832519531,0.8298692226409912,19.244552946983553,0.4922045768797398
26,1.0181770896911622,0.03276869639754296,0.8280763912200928,0.8480434370040894,18.097659186487128,0.4686469839513302
27,1.0132067394256592,0.030913739651441573,0.8261291885375976,0.8470482969284058,19.888109677907547,0.48159198731184005
28,1.0010340690612793,0.03207333296537399,0.8009671735763549,0.7981984877586364,19.403691274536612,0.5048888918757438
29,1.0073163557052611,0.03096266873180866,0.7772112441062927,0.7847129440307617,19.46967119063509,0.49897648438811304
30,1.0049337673187255,0.030456084609031677,0.7730714178085327,0.7766755151748658,19.87665739962781,0.4946307396888733
31,1.0214558267593383,0.031455888375639916,0.7632074546813965,0.7913181090354919,20.039062782484688,0.4997819212079048
32,1.0264038133621216,0.03061114400625229,0.6759470939636231,0.7070251083374024,20.82496104204713,0.5055667695403099
33,1.0040185976028442,0.030252556279301644,0.5706635880470275,0.5799950766563415,20.498339380205707,0.50846136033535
34,1.0147987604141235,0.030280337631702424,0.5326578903198242,0.5490448665618897,20.625964137909097,0.5172476607561112
35,1.0054004192352295,0.02907148316502571,0.4600485372543335,0.46608155965805054,20.077241929546553,0.5181893539428711
36,1.0001474523544311,0.030146537721157073,0.45708065629005434,0.458867347240448,20.178561632340145,0.5282033076882362
37,0.9964425992965699,0.031208296194672584,0.3638432788848877,0.36273573637008666,20.697866520456678,0.5172521606087684
38,0.995929856300354,0.031563386023044586,0.3609030270576477,0.36335604429244994,20.16614437772725,0.5123637041449547
39,1.0040475845336914,0.03032943993806839,0.30005765676498414,0.3097290802001953,20.77808655418226,0.5057356575131416
40,1.005561237335205,0.030956961065530777,0.31433950901031493,0.31767855167388914,20.227644713594035,0.5136276698112487
41,1.0070978927612304,0.03158733181655407,0.3089799153804779,0.32782749891281127,20.52171706774252,0.5073230788111687
42,1.007940125465393,0.02905351459980011,0.3031486463546753,0.3103031325340271,19.992983835565962,0.5041126821935177
