Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,0.9469776105880737,0.08099010050296783,0.3595615202188492,0.3295972263813019,15.327109722033537,0.357211367636919
2,0.9083814215660095,0.05000183880329132,0.27658316791057586,0.2017986398935318,17.91780363948355,0.4649177327752113
3,0.9649460554122925,0.043089477121829985,0.3897979116439819,0.3700117290019989,19.54790936341402,0.5434272223711014
4,0.9827360391616822,0.039339649528265,0.6961736345291137,0.6768192863464355,20.592589691396718,0.590329761505127
5,1.0042048931121825,0.03378463745117188,0.7744037556648254,0.7853183126449585,19.74929949940446,0.6059137639403344
6,1.0069476819038392,0.032233737111091613,0.6116122245788574,0.6160011053085327,20.012800676544718,0.6160551580786705
7,1.0097505855560303,0.030487873926758766,0.518141086101532,0.529738404750824,19.685314711783764,0.617124590575695
8,1.0037439489364623,0.029493405148386956,0.4162701082229614,0.4184374439716339,20.519817306555474,0.6204714879393578
9,0.9747971105575561,0.028268061131238937,0.3415506136417389,0.31958001732826236,19.34870471884453,0.6179667890071869
10,0.9964440631866455,0.027010693550109863,0.14433009475469588,0.1427173864841461,18.522768419137158,0.5705589565634728
11,0.9990131521224975,0.027726865857839584,0.0238348627385858,0.021584808859042823,17.97710111790543,0.5797127214074135
12,1.0000049829483033,0.026263866275548935,3.16652047149546e-05,3.6402398200152676e-05,17.854420960077704,0.5518960598111152
13,1.0000006866455078,0.026746813356876373,6.489383968073525e-06,8.738671831451938e-06,17.593542835078626,0.5563119333982468
14,1.0000010681152345,0.0250506292283535,4.828843457289622e-06,5.5476207216997866e-06,16.85269885923669,0.5312936484813691
15,0.999999828338623,0.02424889400601387,4.967565600964008e-06,4.624799294106196e-06,16.64585536443869,0.5323009434342384
16,1.0000019836425782,0.022693203389644624,6.982838312978856e-06,8.24191001811414e-06,15.819061299157237,0.49577395647764205
17,1.0000000309944153,0.023090527430176734,4.360192779131467e-06,4.20100477640517e-06,15.522251913755277,0.47855189204216003
18,0.9999998188018799,0.023000629395246507,5.727593797928421e-06,5.215918208705261e-06,14.743535485007746,0.45961442798376084
19,0.9999994969367981,0.023593278899788857,4.7101295967877375e-06,4.170165448158514e-06,15.013943772497784,0.48048910856246946
20,0.9999971508979797,0.022671660780906676,6.977802186156623e-06,3.72863235497789e-06,14.810901109763464,0.45282977461814883
